Birth Year,Birth Month,Country,Gov Region,County,Breed Type,Breed,Sex,Application Type,Number Of Births
2015,May      ,Scotland,Scotland,Kirkcudbright,Non Dairy,CHAROLAIS X,F,Register by Death,3
2015,May      ,Scotland,Scotland,Orkney,Non Dairy,CHAROLAIS X,F,Register by Death,2
2015,May      ,Scotland,Scotland,Dumfries,Non Dairy,CHAROLAIS X,F,Register by Death,1
2015,May      ,Scotland,Scotland,Wigtown,Non Dairy,CHAROLAIS X,F,Register by Death,1
2015,May      ,Scotland,Scotland,Perth,Non Dairy,CHAROLAIS X,M,Register by Death,1
2015,May      ,Scotland,Scotland,Lanark,Non Dairy,GALLOWAY,M,Register by Death,1
2015,May      ,Scotland,Scotland,Perth,Non Dairy,GALLOWAY,M,Register by Death,1
2015,May      ,Scotland,Scotland,Dunbarton,Non Dairy,HIGHLAND,M,Register by Death,1
2015,May      ,Scotland,Scotland,Ayr,Dairy,HOLSTEIN,M,Register by Death,2
2015,May      ,Scotland,Scotland,Kirkcudbright,Dairy,HOLSTEIN,M,Register by Death,2
2015,May      ,Scotland,Scotland,Ayr,Dairy,HOLSTEIN FRIESIAN,F,Register by Death,1
2015,May      ,Scotland,Scotland,Kirkcudbright,Dairy,HOLSTEIN FRIESIAN,M,Register by Death,2
2015,May      ,Scotland,Scotland,Kincardine,Dairy,HOLSTEIN FRIESIAN,M,Register by Death,1
2015,May      ,Scotland,Scotland,Wigtown,Dairy,HOLSTEIN FRIESIAN,M,Register by Death,1
2015,May      ,Scotland,Scotland,Fife,Dairy,HOLSTEIN FRIESIAN,M,Register by Death,1
2015,May      ,Scotland,Scotland,Lanark,Dairy,HOLSTEIN FRIESIAN,M,Register by Death,1
2015,May      ,Scotland,Scotland,Fife,Dairy,HOLSTEIN FRIESIAN,F,Register by Death,2
2015,May      ,Scotland,Scotland,Ayr,Dairy,HOLSTEIN FRIESIAN,M,Register by Death,1
2015,May      ,Scotland,Scotland,Dumfries,Dairy,HOLSTEIN FRIESIAN,F,Register by Death,2
2015,May      ,Scotland,Scotland,Ayr,Dairy,JERSEY,F,Register by Death,1
2015,May      ,Scotland,Scotland,Lanark,Non Dairy,LIMOUSIN,M,Register by Death,2
2015,May      ,Scotland,Scotland,Ayr,Non Dairy,LIMOUSIN,M,Register by Death,1
2015,May      ,Scotland,Scotland,Lanark,Non Dairy,LIMOUSIN,F,Register by Death,1
2015,May      ,Scotland,Scotland,Ayr,Non Dairy,LIMOUSIN,F,Register by Death,1
2015,May      ,Scotland,Scotland,Dumfries,Non Dairy,LIMOUSIN X,F,Register by Death,3
2015,May      ,Scotland,Scotland,Ross and Cromarty,Non Dairy,LIMOUSIN X,F,Register by Death,1
2015,May      ,Scotland,Scotland,Angus,Non Dairy,LIMOUSIN X,M,Register by Death,1
2015,May      ,Scotland,Scotland,Argyll,Non Dairy,LIMOUSIN X,F,Register by Death,1
2015,May      ,Scotland,Scotland,Fife,Non Dairy,LIMOUSIN X,M,Register by Death,2
2015,May      ,Scotland,Scotland,Renfrew,Non Dairy,LIMOUSIN X,F,Register by Death,1
2015,May      ,Scotland,Scotland,Aberdeen,Non Dairy,LIMOUSIN X,F,Register by Death,1
2015,May      ,Scotland,Scotland,Ayr,Non Dairy,LIMOUSIN X,M,Register by Death,1
2015,May      ,Scotland,Scotland,Renfrew,Non Dairy,LIMOUSIN X,M,Register by Death,1
2015,May      ,Scotland,Scotland,Dumfries,Non Dairy,LIMOUSIN X,M,Register by Death,1
2015,May      ,Scotland,Scotland,Kirkcudbright,Non Dairy,LIMOUSIN X,M,Register by Death,1
2015,May      ,Scotland,Scotland,Ayr,Non Dairy,LIMOUSIN X,F,Register by Death,1
2015,May      ,Scotland,Scotland,Kirkcudbright,Non Dairy,LIMOUSIN X,F,Register by Death,1
2015,May      ,Scotland,Scotland,Argyll,Non Dairy,LIMOUSIN X,M,Register by Death,1
2015,May      ,Scotland,Scotland,Aberdeen,Non Dairy,LIMOUSIN X,M,Register by Death,2
2015,May      ,Scotland,Scotland,Argyll,Non Dairy,SALERS X,F,Register by Death,1
2015,May      ,Scotland,Scotland,Roxburgh,Non Dairy,SALERS X,M,Register by Death,1
2015,May      ,Scotland,Scotland,Renfrew,Non Dairy,SHORTHORN,F,Register by Death,1
2015,May      ,Scotland,Scotland,Lanark,Non Dairy,SHORTHORN,M,Register by Death,1
2015,May      ,Scotland,Scotland,Wigtown,Non Dairy,SHORTHORN X,M,Register by Death,1
2015,May      ,Scotland,Scotland,Orkney,Non Dairy,SHORTHORN X,M,Register by Death,1
2015,May      ,Scotland,Scotland,Orkney,Non Dairy,SHORTHORN X,F,Register by Death,1
2015,May      ,Scotland,Scotland,Angus,Non Dairy,SIMMENTAL,M,Register by Death,1
2015,May      ,Scotland,Scotland,Peebles,Non Dairy,SIMMENTAL,F,Register by Death,2
2015,May      ,Scotland,Scotland,Wigtown,Non Dairy,SIMMENTAL,M,Register by Death,1
2015,May      ,Scotland,Scotland,Peebles,Non Dairy,SIMMENTAL,M,Register by Death,1
2015,May      ,Scotland,Scotland,Roxburgh,Non Dairy,SIMMENTAL,M,Register by Death,1
2015,May      ,Scotland,Scotland,Mid Lothian,Non Dairy,SIMMENTAL X,F,Register by Death,1
2015,May      ,Scotland,Scotland,Renfrew,Non Dairy,SIMMENTAL X,F,Register by Death,2
2015,May      ,Scotland,Scotland,Berwick,Non Dairy,SIMMENTAL X,F,Register by Death,1
2015,May      ,Scotland,Scotland,Argyll,Non Dairy,SIMMENTAL X,M,Register by Death,1
2015,May      ,Scotland,Scotland,Banff,Non Dairy,SIMMENTAL X,M,Register by Death,1
2015,May      ,Scotland,Scotland,Orkney,Non Dairy,SIMMENTAL X,F,Register by Death,2
2015,May      ,Scotland,Scotland,Aberdeen,Non Dairy,SIMMENTAL X,F,Register by Death,1
2015,May      ,Scotland,Scotland,Roxburgh,Non Dairy,SIMMENTAL X,M,Register by Death,1
2015,May      ,Scotland,Scotland,Perth,Non Dairy,SIMMENTAL X,M,Register by Death,2
2015,May      ,Scotland,Scotland,Angus,Non Dairy,SIMMENTAL X,M,Register by Death,1
2015,May      ,Scotland,Scotland,Dunbarton,Non Dairy,SIMMENTAL X,F,Register by Death,1
2015,May      ,Scotland,Scotland,Aberdeen,Non Dairy,SIMMENTAL X,M,Register by Death,1
2015,May      ,Scotland,Scotland,Ayr,Non Dairy,SIMMENTAL X,M,Register by Death,1
2015,May      ,Scotland,Scotland,Ayr,Non Dairy,STABILISER,M,Register by Death,1
2015,May      ,Scotland,Scotland,Perth,Non Dairy,CHAROLAIS X,F,Temporary Calf Passport (PPAF),1
2015,June     ,Scotland,Scotland,Aberdeen,Non Dairy,ABERDEEN ANGUS,F,Birth Application,83
2015,June     ,Scotland,Scotland,Kinross,Non Dairy,ABERDEEN ANGUS,M,Birth Application,9
2015,June     ,Scotland,Scotland,Nairn,Non Dairy,ABERDEEN ANGUS,F,Birth Application,13
2015,June     ,Scotland,Scotland,Aberdeen,Non Dairy,ABERDEEN ANGUS,M,Birth Application,105
2015,June     ,Scotland,Scotland,Inverness,Non Dairy,ABERDEEN ANGUS,F,Birth Application,4
2015,June     ,Scotland,Scotland,Shetland,Non Dairy,ABERDEEN ANGUS,M,Birth Application,5
2015,June     ,Scotland,Scotland,Dunbarton,Non Dairy,ABERDEEN ANGUS,M,Birth Application,2
2015,June     ,Scotland,Scotland,Clackmannan,Non Dairy,ABERDEEN ANGUS,F,Birth Application,1
2015,June     ,Scotland,Scotland,Orkney,Non Dairy,ABERDEEN ANGUS,M,Birth Application,63
2015,June     ,Scotland,Scotland,Renfrew,Non Dairy,ABERDEEN ANGUS,F,Birth Application,33
2015,June     ,Scotland,Scotland,Stirling,Non Dairy,ABERDEEN ANGUS,M,Birth Application,19
2015,June     ,Scotland,Scotland,Dunbarton,Non Dairy,ABERDEEN ANGUS,F,Birth Application,2
2015,June     ,Scotland,Scotland,Ayr,Non Dairy,ABERDEEN ANGUS,M,Birth Application,70
2015,June     ,Scotland,Scotland,Angus,Non Dairy,ABERDEEN ANGUS,F,Birth Application,14
2015,June     ,Scotland,Scotland,Banff,Non Dairy,ABERDEEN ANGUS,M,Birth Application,13
2015,June     ,Scotland,Scotland,West Lothian,Non Dairy,ABERDEEN ANGUS,M,Birth Application,11
2015,June     ,Scotland,Scotland,Selkirk,Non Dairy,ABERDEEN ANGUS,F,Birth Application,7
2015,June     ,Scotland,Scotland,Nairn,Non Dairy,ABERDEEN ANGUS,M,Birth Application,16
2015,June     ,Scotland,Scotland,Dumfries,Non Dairy,ABERDEEN ANGUS,M,Birth Application,64
2015,June     ,Scotland,Scotland,Bute,Non Dairy,ABERDEEN ANGUS,M,Birth Application,17
2015,June     ,Scotland,Scotland,Argyll,Non Dairy,ABERDEEN ANGUS,F,Birth Application,22
2015,June     ,Scotland,Scotland,Dumfries,Non Dairy,ABERDEEN ANGUS,F,Birth Application,60
2015,June     ,Scotland,Scotland,Lanark,Non Dairy,ABERDEEN ANGUS,F,Birth Application,34
2015,June     ,Scotland,Scotland,Orkney,Non Dairy,ABERDEEN ANGUS,F,Birth Application,45
2015,June     ,Scotland,Scotland,Roxburgh,Non Dairy,ABERDEEN ANGUS,F,Birth Application,30
2015,June     ,Scotland,Scotland,Stirling,Non Dairy,ABERDEEN ANGUS,F,Birth Application,16
2015,June     ,Scotland,Scotland,Moray,Non Dairy,ABERDEEN ANGUS,M,Birth Application,11
2015,June     ,Scotland,Scotland,Caithness,Non Dairy,ABERDEEN ANGUS,F,Birth Application,29
2015,June     ,Scotland,Scotland,Caithness,Non Dairy,ABERDEEN ANGUS,M,Birth Application,19
2015,June     ,Scotland,Scotland,Moray,Non Dairy,ABERDEEN ANGUS,F,Birth Application,14
2015,June     ,Scotland,Scotland,Bute,Non Dairy,ABERDEEN ANGUS,F,Birth Application,21
2015,June     ,Scotland,Scotland,Mid Lothian,Non Dairy,ABERDEEN ANGUS,F,Birth Application,14
2015,June     ,Scotland,Scotland,Clackmannan,Non Dairy,ABERDEEN ANGUS,M,Birth Application,4
2015,June     ,Scotland,Scotland,Kincardine,Non Dairy,ABERDEEN ANGUS,M,Birth Application,10
2015,June     ,Scotland,Scotland,Wigtown,Non Dairy,ABERDEEN ANGUS,M,Birth Application,47
2015,June     ,Scotland,Scotland,Ayr,Non Dairy,ABERDEEN ANGUS,F,Birth Application,58
2015,June     ,Scotland,Scotland,East Lothian,Non Dairy,ABERDEEN ANGUS,M,Birth Application,8
2015,June     ,Scotland,Scotland,Berwick,Non Dairy,ABERDEEN ANGUS,M,Birth Application,38
2015,June     ,Scotland,Scotland,Roxburgh,Non Dairy,ABERDEEN ANGUS,M,Birth Application,33
2015,June     ,Scotland,Scotland,Perth,Non Dairy,ABERDEEN ANGUS,M,Birth Application,27
2015,June     ,Scotland,Scotland,Lanark,Non Dairy,ABERDEEN ANGUS,M,Birth Application,34
2015,June     ,Scotland,Scotland,Peebles,Non Dairy,ABERDEEN ANGUS,M,Birth Application,12
2015,June     ,Scotland,Scotland,Kincardine,Non Dairy,ABERDEEN ANGUS,F,Birth Application,8
2015,June     ,Scotland,Scotland,Selkirk,Non Dairy,ABERDEEN ANGUS,M,Birth Application,4
2015,June     ,Scotland,Scotland,Mid Lothian,Non Dairy,ABERDEEN ANGUS,M,Birth Application,24
2015,June     ,Scotland,Scotland,Ross and Cromarty,Non Dairy,ABERDEEN ANGUS,M,Birth Application,21
2015,June     ,Scotland,Scotland,Fife,Non Dairy,ABERDEEN ANGUS,F,Birth Application,5
2015,June     ,Scotland,Scotland,Inverness,Non Dairy,ABERDEEN ANGUS,M,Birth Application,10
2015,June     ,Scotland,Scotland,Kinross,Non Dairy,ABERDEEN ANGUS,F,Birth Application,11
2015,June     ,Scotland,Scotland,Wigtown,Non Dairy,ABERDEEN ANGUS,F,Birth Application,43
2015,June     ,Scotland,Scotland,West Lothian,Non Dairy,ABERDEEN ANGUS,F,Birth Application,8
2015,June     ,Scotland,Scotland,Angus,Non Dairy,ABERDEEN ANGUS,M,Birth Application,12
2015,June     ,Scotland,Scotland,Sutherland,Non Dairy,ABERDEEN ANGUS,F,Birth Application,4
2015,June     ,Scotland,Scotland,Peebles,Non Dairy,ABERDEEN ANGUS,F,Birth Application,8
2015,June     ,Scotland,Scotland,Shetland,Non Dairy,ABERDEEN ANGUS,F,Birth Application,12
2015,June     ,Scotland,Scotland,Banff,Non Dairy,ABERDEEN ANGUS,F,Birth Application,13
2015,June     ,Scotland,Scotland,Kirkcudbright,Non Dairy,ABERDEEN ANGUS,F,Birth Application,26
2015,June     ,Scotland,Scotland,Renfrew,Non Dairy,ABERDEEN ANGUS,M,Birth Application,29
2015,June     ,Scotland,Scotland,Sutherland,Non Dairy,ABERDEEN ANGUS,M,Birth Application,3
2015,June     ,Scotland,Scotland,Kirkcudbright,Non Dairy,ABERDEEN ANGUS,M,Birth Application,28
2015,June     ,Scotland,Scotland,Berwick,Non Dairy,ABERDEEN ANGUS,F,Birth Application,45
2015,June     ,Scotland,Scotland,Perth,Non Dairy,ABERDEEN ANGUS,F,Birth Application,22
2015,June     ,Scotland,Scotland,Fife,Non Dairy,ABERDEEN ANGUS,M,Birth Application,11
2015,June     ,Scotland,Scotland,East Lothian,Non Dairy,ABERDEEN ANGUS,F,Birth Application,8
2015,June     ,Scotland,Scotland,Ross and Cromarty,Non Dairy,ABERDEEN ANGUS,F,Birth Application,13
2015,June     ,Scotland,Scotland,Argyll,Non Dairy,ABERDEEN ANGUS,M,Birth Application,31
2015,June     ,Scotland,Scotland,Fife,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,46
2015,June     ,Scotland,Scotland,Ross and Cromarty,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,70
2015,June     ,Scotland,Scotland,Inverness,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,10
2015,June     ,Scotland,Scotland,Banff,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,71
2015,June     ,Scotland,Scotland,Peebles,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,54
2015,June     ,Scotland,Scotland,Berwick,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,357
2015,June     ,Scotland,Scotland,Angus,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,26
2015,June     ,Scotland,Scotland,Clackmannan,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,2
2015,June     ,Scotland,Scotland,Dunbarton,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,25
2015,June     ,Scotland,Scotland,Inverness,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,21
2015,June     ,Scotland,Scotland,Aberdeen,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,178
2015,June     ,Scotland,Scotland,Caithness,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,247
2015,June     ,Scotland,Scotland,Selkirk,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,49
2015,June     ,Scotland,Scotland,Orkney,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,192
2015,June     ,Scotland,Scotland,Mid Lothian,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,86
2015,June     ,Scotland,Scotland,Berwick,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,373
2015,June     ,Scotland,Scotland,Roxburgh,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,146
2015,June     ,Scotland,Scotland,Banff,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,49
2015,June     ,Scotland,Scotland,Kirkcudbright,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,247
2015,June     ,Scotland,Scotland,Bute,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,59
2015,June     ,Scotland,Scotland,Ross and Cromarty,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,69
2015,June     ,Scotland,Scotland,East Lothian,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,16
2015,June     ,Scotland,Scotland,Stirling,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,42
2015,June     ,Scotland,Scotland,Dumfries,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,356
2015,June     ,Scotland,Scotland,Renfrew,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,64
2015,June     ,Scotland,Scotland,Fife,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,48
2015,June     ,Scotland,Scotland,Kinross,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,5
2015,June     ,Scotland,Scotland,Orkney,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,213
2015,June     ,Scotland,Scotland,Shetland,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,3
2015,June     ,Scotland,Scotland,Perth,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,67
2015,June     ,Scotland,Scotland,Selkirk,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,38
2015,June     ,Scotland,Scotland,Lanark,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,241
2015,June     ,Scotland,Scotland,Mid Lothian,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,80
2015,June     ,Scotland,Scotland,Ayr,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,234
2015,June     ,Scotland,Scotland,Roxburgh,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,131
2015,June     ,Scotland,Scotland,Sutherland,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,30
2015,June     ,Scotland,Scotland,East Lothian,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,15
2015,June     ,Scotland,Scotland,Argyll,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,67
2015,June     ,Scotland,Scotland,Kirkcudbright,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,238
2015,June     ,Scotland,Scotland,Nairn,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,19
2015,June     ,Scotland,Scotland,Bute,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,41
2015,June     ,Scotland,Scotland,Angus,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,16
2015,June     ,Scotland,Scotland,Dunbarton,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,29
2015,June     ,Scotland,Scotland,Kincardine,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,30
2015,June     ,Scotland,Scotland,Kincardine,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,40
2015,June     ,Scotland,Scotland,Sutherland,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,34
2015,June     ,Scotland,Scotland,Perth,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,56
2015,June     ,Scotland,Scotland,Stirling,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,42
2015,June     ,Scotland,Scotland,Moray,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,22
2015,June     ,Scotland,Scotland,Lanark,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,207
2015,June     ,Scotland,Scotland,West Lothian,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,22
2015,June     ,Scotland,Scotland,Wigtown,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,184
2015,June     ,Scotland,Scotland,Nairn,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,10
2015,June     ,Scotland,Scotland,Moray,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,18
2015,June     ,Scotland,Scotland,Aberdeen,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,129
2015,June     ,Scotland,Scotland,Argyll,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,76
2015,June     ,Scotland,Scotland,Dumfries,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,376
2015,June     ,Scotland,Scotland,Ayr,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,245
2015,June     ,Scotland,Scotland,West Lothian,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,20
2015,June     ,Scotland,Scotland,Wigtown,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,192
2015,June     ,Scotland,Scotland,Peebles,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,71
2015,June     ,Scotland,Scotland,Caithness,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,283
2015,June     ,Scotland,Scotland,Renfrew,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,44
2015,June     ,Scotland,Scotland,Shetland,Non Dairy,ABERDEEN ANGUS X,F,Birth Application,9
2015,June     ,Scotland,Scotland,Kinross,Non Dairy,ABERDEEN ANGUS X,M,Birth Application,3
2015,June     ,Scotland,Scotland,Kirkcudbright,Non Dairy,AUBRAC,F,Birth Application,1
2015,June     ,Scotland,Scotland,Berwick,Non Dairy,AUSTRALIAN LOWLINE,M,Birth Application,1
2015,June     ,Scotland,Scotland,Berwick,Non Dairy,AUSTRALIAN LOWLINE,F,Birth Application,1
2015,June     ,Scotland,Scotland,Berwick,Non Dairy,AUSTRALIAN LOWLINE X,F,Birth Application,4
2015,June     ,Scotland,Scotland,Dumfries,Dairy,AYRSHIRE,M,Birth Application,18
2015,June     ,Scotland,Scotland,Renfrew,Dairy,AYRSHIRE,F,Birth Application,3
2015,June     ,Scotland,Scotland,Ayr,Dairy,AYRSHIRE,M,Birth Application,16
2015,June     ,Scotland,Scotland,Mid Lothian,Dairy,AYRSHIRE,F,Birth Application,2
2015,June     ,Scotland,Scotland,Kinross,Dairy,AYRSHIRE,F,Birth Application,4
2015,June     ,Scotland,Scotland,Mid Lothian,Dairy,AYRSHIRE,M,Birth Application,7
2015,June     ,Scotland,Scotland,Aberdeen,Dairy,AYRSHIRE,M,Birth Application,7
2015,June     ,Scotland,Scotland,Wigtown,Dairy,AYRSHIRE,M,Birth Application,20
2015,June     ,Scotland,Scotland,Lanark,Dairy,AYRSHIRE,F,Birth Application,22
2015,June     ,Scotland,Scotland,Dunbarton,Dairy,AYRSHIRE,M,Birth Application,6
2015,June     ,Scotland,Scotland,Aberdeen,Dairy,AYRSHIRE,F,Birth Application,7
2015,June     ,Scotland,Scotland,Kirkcudbright,Dairy,AYRSHIRE,F,Birth Application,60
2015,June     ,Scotland,Scotland,Argyll,Dairy,AYRSHIRE,F,Birth Application,8
2015,June     ,Scotland,Scotland,Kinross,Dairy,AYRSHIRE,M,Birth Application,1
2015,June     ,Scotland,Scotland,Renfrew,Dairy,AYRSHIRE,M,Birth Application,8
2015,June     ,Scotland,Scotland,Dunbarton,Dairy,AYRSHIRE,F,Birth Application,13
2015,June     ,Scotland,Scotland,Kirkcudbright,Dairy,AYRSHIRE,M,Birth Application,4
2015,June     ,Scotland,Scotland,Argyll,Dairy,AYRSHIRE,M,Birth Application,3
2015,June     ,Scotland,Scotland,Dumfries,Dairy,AYRSHIRE,F,Birth Application,17
2015,June     ,Scotland,Scotland,Angus,Dairy,AYRSHIRE,M,Birth Application,1
2015,June     ,Scotland,Scotland,Wigtown,Dairy,AYRSHIRE,F,Birth Application,22
2015,June     ,Scotland,Scotland,Lanark,Dairy,AYRSHIRE,M,Birth Application,9
2015,June     ,Scotland,Scotland,Peebles,Dairy,AYRSHIRE,F,Birth Application,1
2015,June     ,Scotland,Scotland,Ayr,Dairy,AYRSHIRE,F,Birth Application,72
2015,June     ,Scotland,Scotland,Aberdeen,Dairy,AYRSHIRE X,M,Birth Application,1
2015,June     ,Scotland,Scotland,Ayr,Dairy,AYRSHIRE X,F,Birth Application,15
2015,June     ,Scotland,Scotland,Kinross,Dairy,AYRSHIRE X,M,Birth Application,5
2015,June     ,Scotland,Scotland,Dumfries,Dairy,AYRSHIRE X,F,Birth Application,1
2015,June     ,Scotland,Scotland,Wigtown,Dairy,AYRSHIRE X,M,Birth Application,3
2015,June     ,Scotland,Scotland,Argyll,Dairy,AYRSHIRE X,F,Birth Application,2
2015,June     ,Scotland,Scotland,Kirkcudbright,Dairy,AYRSHIRE X,M,Birth Application,1
2015,June     ,Scotland,Scotland,Moray,Dairy,AYRSHIRE X,M,Birth Application,1
2015,June     ,Scotland,Scotland,Renfrew,Dairy,AYRSHIRE X,F,Birth Application,4
2015,June     ,Scotland,Scotland,Ayr,Dairy,AYRSHIRE X,M,Birth Application,3
2015,June     ,Scotland,Scotland,Aberdeen,Dairy,AYRSHIRE X,F,Birth Application,1
2015,June     ,Scotland,Scotland,Kirkcudbright,Dairy,AYRSHIRE X,F,Birth Application,6
2015,June     ,Scotland,Scotland,Argyll,Dairy,AYRSHIRE X,M,Birth Application,1
2015,June     ,Scotland,Scotland,Wigtown,Dairy,AYRSHIRE X,F,Birth Application,2
2015,June     ,Scotland,Scotland,Lanark,Dairy,AYRSHIRE X,F,Birth Application,4
2015,June     ,Scotland,Scotland,Lanark,Dairy,AYRSHIRE X,M,Birth Application,1
2015,June     ,Scotland,Scotland,Dunbarton,Dairy,AYRSHIRE X,F,Birth Application,9
2015,June     ,Scotland,Scotland,Mid Lothian,Non Dairy,BAZADAISE,F,Birth Application,1
2015,June     ,Scotland,Scotland,Orkney,Non Dairy,BAZADAISE X,F,Birth Application,2
2015,June     ,Scotland,Scotland,Kincardine,Non Dairy,BAZADAISE X,M,Birth Application,22
2015,June     ,Scotland,Scotland,Mid Lothian,Non Dairy,BAZADAISE X,M,Birth Application,2
2015,June     ,Scotland,Scotland,Aberdeen,Non Dairy,BAZADAISE X,M,Birth Application,2
2015,June     ,Scotland,Scotland,West Lothian,Non Dairy,BAZADAISE X,F,Birth Application,6
2015,June     ,Scotland,Scotland,Kincardine,Non Dairy,BAZADAISE X,F,Birth Application,15
2015,June     ,Scotland,Scotland,West Lothian,Non Dairy,BAZADAISE X,M,Birth Application,6
2015,June     ,Scotland,Scotland,Stirling,Non Dairy,BAZADAISE X,F,Birth Application,1
2015,June     ,Scotland,Scotland,Berwick,Non Dairy,BEEF SHORTHORN,M,Birth Application,5
2015,June     ,Scotland,Scotland,Caithness,Non Dairy,BEEF SHORTHORN,F,Birth Application,4
2015,June     ,Scotland,Scotland,Perth,Non Dairy,BEEF SHORTHORN,F,Birth Application,9
2015,June     ,Scotland,Scotland,Berwick,Non Dairy,BEEF SHORTHORN,F,Birth Application,4
2015,June     ,Scotland,Scotland,Aberdeen,Non Dairy,BEEF SHORTHORN,M,Birth Application,5
2015,June     ,Scotland,Scotland,Wigtown,Non Dairy,BEEF SHORTHORN,F,Birth Application,3
2015,June     ,Scotland,Scotland,Fife,Non Dairy,BEEF SHORTHORN,M,Birth Application,4
2015,June     ,Scotland,Scotland,Lanark,Non Dairy,BEEF SHORTHORN,M,Birth Application,2
2015,June     ,Scotland,Scotland,Stirling,Non Dairy,BEEF SHORTHORN,M,Birth Application,6
2015,June     ,Scotland,Scotland,Renfrew,Non Dairy,BEEF SHORTHORN,M,Birth Application,2
2015,June     ,Scotland,Scotland,Ross and Cromarty,Non Dairy,BEEF SHORTHORN,M,Birth Application,4
2015,June     ,Scotland,Scotland,Lanark,Non Dairy,BEEF SHORTHORN,F,Birth Application,4
2015,June     ,Scotland,Scotland,Angus,Non Dairy,BEEF SHORTHORN,M,Birth Application,8
2015,June     ,Scotland,Scotland,Roxburgh,Non Dairy,BEEF SHORTHORN,F,Birth Application,7
2015,June     ,Scotland,Scotland,West Lothian,Non Dairy,BEEF SHORTHORN,M,Birth Application,3
2015,June     ,Scotland,Scotland,Ross and Cromarty,Non Dairy,BEEF SHORTHORN,F,Birth Application,2
2015,June     ,Scotland,Scotland,Selkirk,Non Dairy,BEEF SHORTHORN,F,Birth Application,2
2015,June     ,Scotland,Scotland,Fife,Non Dairy,BEEF SHORTHORN,F,Birth Application,5
2015,June     ,Scotland,Scotland,Perth,Non Dairy,BEEF SHORTHORN,M,Birth Application,7
2015,June     ,Scotland,Scotland,Angus,Non Dairy,BEEF SHORTHORN,F,Birth Application,8
2015,June     ,Scotland,Scotland,Argyll,Non Dairy,BEEF SHORTHORN,F,Birth Application,1
